"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"2004-09-24","First Daughter",15.664,"682","6.2","en","Comedy, Drama, Family, Romance"
"2007-02-15","Bordertown",15.664,"254","6.3","en","Crime, Drama, Mystery, Thriller"
"2000-09-22","Urban Legends: Final Cut",15.658,"353","4.8","en","Horror, Mystery, Thriller"
"2010-07-15","Womb",15.652,"275","6.1","en","Romance, Science Fiction"
"2017-01-21","Walking Out",15.646,"113","5.7","en","Adventure, Drama, Thriller"
"1991-10-05","Riki-Oh: The Story of Ricky",15.646,"200","6.7","cn","Comedy, Action, Thriller"
"1978-02-08","Little Lips",15.645,"18","5.3","it","Drama"
"2011-03-10","Kill the Irishman",15.643,"474","6.8","en","Action, Crime, Thriller, Drama"
"1982-06-26","The Last American Virgin",15.643,"162","6.5","en","Comedy"
"1986-06-18","Legal Eagles",15.641,"164","6.0","en","Comedy, Crime, Romance, Thriller"
"2011-06-27","2012: Ice Age",15.632,"228","4.4","en","Action, Adventure, Science Fiction"
"1993-12-25","Grumpy Old Men",15.632,"481","6.6","en","Comedy"
"1994-06-17","Wolf",15.632,"685","6.1","en","Fantasy, Drama, Horror"
"1993-06-18","3 Ninjas Knuckle Up",15.625,"153","5.2","en","Family, Adventure, Action, Comedy"
"1992-12-10","The Muppet Christmas Carol",15.625,"680","7.4","en","Music, Comedy, Family, Fantasy, Drama"
"2021-03-29","Bram Stoker's Van Helsing",15.623,"60","5.9","en","Horror"
"1975-01-10","The Count of Monte-Cristo",15.623,"99","6.7","en","Adventure, Action, Drama, History, TV Movie"
"2021-08-12","Coming Home in the Dark",15.622,"61","6.0","en","Thriller, Horror"
"2011-10-18","Pirates of the Caribbean: Tales of the Code – Wedlocked",15.622,"49","6.9","en","Adventure, Action, Fantasy"
"2010-04-24","Gintama: The Movie",15.621,"48","7.5","ja","Action, Comedy, Science Fiction, Animation"
"2008-02-07","Kung Fu Dunk",15.618,"159","5.8","zh","Action, Adventure, Comedy"
"2014-12-31","Manny",15.616,"57","6.3","en","Documentary, Drama"
"2019-03-01","Doraemon: Nobita's Chronicle of the Moon Exploration",15.614,"36","7.6","ja","Animation, Adventure"
"2020-02-14","Veinteañera, Divorciada y Fantástica",15.613,"350","8.1","es","Comedy"
"2018-02-01","The Little Witch",15.612,"101","6.9","de","Family, Comedy, Drama"
"2004-10-29","Birth",15.609,"482","5.9","en","Mystery, Drama, Romance"
"2018-11-15","At Eternity's Gate",15.608,"1175","6.9","en","Drama"
"1953-07-14","Gentlemen Prefer Blondes",15.606,"651","7.3","en","Music, Comedy, Romance"
"2016-07-21","Mi Prima La Sexóloga",15.601,"209","7.0","es","Comedy"
"2005-09-23","Oliver Twist",15.6,"981","6.7","en","Crime, Drama, Family"
"1986-01-17","Iron Eagle",15.598,"215","5.4","en","Action"
"2009-02-27","Echelon Conspiracy",15.597,"354","6.3","en","Action, Thriller"
"2018-05-17","The Professor",15.595,"819","6.8","en","Comedy, Drama"
"1985-02-08","Witness",15.594,"1216","7.1","en","Crime, Drama, Romance, Thriller"
"2001-11-23","Diary of a Sex Addict",15.593,"21","5.4","en","Drama"
"2010-10-01","Robot",15.59,"152","6.5","ta","Action, Science Fiction, Fantasy"
"2012-02-16","Thale",15.59,"111","5.4","no","Horror, Fantasy"
"1963-06-12","Donovan's Reef",15.59,"98","6.2","en","Adventure, Comedy, Romance"
"2001-04-12","Crocodile Dundee in Los Angeles",15.59,"474","5.2","en","Adventure, Comedy"
"1999-12-16","Any Given Sunday",15.588,"1306","6.8","en","Drama"
"1999-05-10","Pirates of Silicon Valley",15.588,"409","7.1","en","Drama"
"1996-07-26","The Adventures of Pinocchio",15.587,"183","5.3","en","Family, Fantasy, Adventure, Drama, Music"
"2019-01-30","Serial (Bad) Weddings 2",15.583,"1048","5.9","fr","Comedy"
"1982-09-09","Violence in a Women's Prison",15.582,"21","4.7","it","Action, Thriller"
"2009-03-24","Ace Ventura Jr: Pet Detective",15.582,"135","3.4","en","Comedy, Family, Adventure, Crime"
"1992-12-18","Leap of Faith",15.582,"157","5.7","en","Comedy, Drama, Romance"
"1939-03-03","Stagecoach",15.578,"808","7.7","en","Western, Adventure, Action"
"2017-09-28","Satan's Slaves",15.573,"174","6.7","id","Horror, Drama, Mystery"
"2012-11-20","Santa Paws 2: The Santa Pups",15.571,"83","6.2","en","Family, Fantasy, Adventure"
"1987-11-20","Flowers in the Attic",15.571,"155","6.3","en","Drama, Mystery, Thriller"
"1999-08-06","Mystery Men",15.568,"636","5.7","en","Adventure, Fantasy, Action, Comedy, Science Fiction"
"2000-09-15","Bait",15.567,"146","5.7","en","Action, Thriller, Crime"
"1985-11-01","Death Wish 3",15.564,"289","6.2","en","Action"
"1998-05-29","Almost Heroes",15.564,"135","5.6","en","Adventure, Comedy, Western"
"2019-11-01","Drive",15.561,"38","5.6","hi","Action, Thriller"
"1977-12-21","The Gauntlet",15.561,"380","6.6","en","Drama, Action, Crime, Thriller"
"2015-08-13","Our Times",15.559,"112","7.3","zh","Romance, Comedy"
"2020-09-10","Persecuted",15.557,"2","6.5","es","Thriller, Mystery"
"2005-10-25","My Little Pony: A Very Minty Christmas",15.556,"11","4.8","en","Animation, Fantasy"
"1991-05-17","Mannequin Two: On the Move",15.555,"115","5.9","en","Fantasy, Comedy, Science Fiction, Romance"
"1961-10-10","Splendor in the Grass",15.552,"193","7.6","en","Drama, Romance"
"2020-12-30","Pieces of a Woman",15.55,"909","7.1","en","Drama"
"2008-12-19","Nothing But the Truth",15.548,"355","6.9","en","Drama, Thriller"
"1994-12-23","The Jungle Book",15.548,"366","5.9","en","Family, Adventure, Drama"
"2012-11-06","Amazing Love",15.547,"14","6.9","en","Drama"
"1992-09-30","Fortress",15.547,"473","6.1","en","Action, Thriller, Science Fiction"
"2019-07-04","Dream Factory",15.546,"62","7.3","de","Drama, Comedy, Romance"
"2017-12-02","Angela's Christmas",15.546,"187","6.8","en","Animation, Family"
"2014-02-25","The Swan Princess: A Royal Family Tale",15.546,"32","6.1","en","Family, Animation, Fantasy"
"2016-04-21","Keanu",15.545,"859","6.0","en","Action, Comedy, Crime"
"2019-12-15","Agatha and the Curse of Ishtar",15.54,"32","5.9","en","Crime"
"2017-09-17","Five Nights at Freddy's: Forgotten Memories",15.535,"2","2.5","en","Horror, Mystery, Thriller"
"1973-02-21","Lolly-Madonna XXX",15.534,"8","4.8","en","Drama"
"1999-04-21","Three Kings",15.531,"1605","6.6","en","Action, Comedy, War"
"1996-10-08","Children of the Corn IV: The Gathering",15.53,"100","4.5","en","Horror"
"1963-08-21","The Haunting",15.53,"445","7.2","en","Horror"
"2010-09-24","Buried",15.529,"2247","6.6","en","Drama, Thriller, Mystery"
"1989-04-28","K-9",15.529,"747","6.0","en","Action, Comedy, Crime"
"1999-02-22","Message in a Bottle",15.527,"631","6.1","en","Romance, Drama"
"1989-09-01","Erik the Viking",15.526,"158","5.9","en","Adventure, Fantasy, Comedy"
"2020-08-14","Tesla",15.525,"197","5.9","en","Drama, History"
"2008-12-31","Defiance",15.523,"1414","6.8","en","Action, Drama, History, War"
"2001-09-14","Millennium Actress",15.522,"527","7.9","ja","Animation, Drama, Romance"
"1987-05-07","Red Scorpion",15.522,"183","6.0","en","Adventure, Action, War"
"2003-08-15","Cabin Fever",15.522,"955","5.7","en","Horror"
"1984-08-15","The Adventures of Buckaroo Banzai Across the 8th Dimension",15.522,"282","6.0","en","Science Fiction, Comedy, Adventure, Romance"
"2018-03-28","Dolphin Reef",15.521,"67","6.9","en","Documentary, Family"
"2016-03-25","Assassination Classroom: Graduation",15.521,"63","7.2","ja","Science Fiction, Comedy, Action"
"2004-02-05","Tae Guk Gi: The Brotherhood of War",15.52,"503","8.0","ko","Action, Adventure, Drama, History, War"
"2012-06-22","Lay the Favorite",15.519,"192","5.3","en","Drama, Comedy"
"1982-12-10","Airplane II: The Sequel",15.519,"790","6.1","en","Comedy"
"2017-10-01","Return To Zootopia",15.518,"19","6.0","en","Animation, Action, Adventure, Comedy, Drama, Romance"
"1938-05-06","Mickey's Trailer",15.518,"111","7.3","en","Animation, Comedy"
"1977-09-16","Emanuelle Around the World",15.514,"35","5.6","it","Adventure, Drama, Horror"
"1999-04-30","Idle Hands",15.512,"481","6.1","en","Comedy, Horror, Fantasy"
"1999-02-28","Alice in Wonderland",15.507,"290","6.3","en","Fantasy, Family"
"1988-04-07","Fright Night Part 2",15.507,"273","6.4","en","Comedy, Horror"
"2015-12-18","Bajirao Mastani",15.506,"210","7.3","hi","War, History, Romance"
"2016-07-20","Double D Dude Ranch",15.505,"9","3.9","en","Western, Comedy"
"2015-04-09","Good Kill",15.505,"436","6.0","en","Drama"
"2017-12-01","Perfect Strangers",15.501,"535","6.7","es","Drama, Comedy"
"1999-04-16","Life",15.498,"592","6.6","en","Comedy, Crime"
"1991-06-21","The Rocketeer",15.497,"687","6.4","en","Action, Adventure, Science Fiction, Family"
"1954-05-29","Dial M for Murder",15.495,"1952","8.0","en","Crime, Thriller"
"2020-07-09","Survive the Night",15.494,"161","5.1","en","Action, Thriller"
"2009-03-23","Green Street Hooligans 2",15.492,"186","5.0","en","Crime, Drama"
"2008-10-17","Boogeyman 3",15.49,"173","5.2","en","Horror"
"2018-09-06","City of Lies",15.488,"387","6.4","en","Crime, Thriller, Drama"
"2015-09-06","Lady Chatterley's Lover",15.488,"90","6.4","en","Romance, Drama"
"2017-03-17","Goon: Last of the Enforcers",15.488,"237","5.7","en","Comedy"
"2001-10-29","Suicide Club",15.485,"339","6.6","ja","Drama, Horror, Thriller"
"1989-02-03","Who's Harry Crumb?",15.485,"222","5.7","en","Comedy, Crime, Mystery"
"1990-07-18","King of New York",15.481,"445","6.7","en","Thriller, Crime"
"2019-12-11","Black Christmas",15.479,"389","4.7","en","Horror, Mystery, Thriller"
"2018-05-18","First Reformed",15.477,"1039","7.0","en","Drama"
"1991-12-10","Bugsy",15.476,"283","6.4","en","Crime, Drama, Mystery"
"1988-01-22","Braddock: Missing in Action III",15.475,"179","5.7","en","Action, War"
"2015-11-04","Cro Minion",15.474,"166","7.1","en","Animation, Family"
"2005-11-01","Grave of the Fireflies",15.471,"70","8.0","ja","Drama"
"2010-11-22","The Way Back",15.471,"1181","7.0","en","Drama, Adventure, History"
"2021-08-26","Yakuza Princess",15.468,"63","6.3","pt","Action"
"2020-10-14","Asphalt Burning",15.468,"95","5.4","no","Action, Comedy"
"2018-05-05","Breaking In",15.463,"558","5.9","en","Thriller, Crime, Action, Horror"
"2011-02-10","Foster",15.463,"88","6.8","en","Comedy, Drama, Family"
"2000-04-22","Detective Conan: Captured in Her Eyes",15.462,"116","7.3","ja","Animation, Crime, Thriller"
"2014-03-21","50 to 1",15.46,"57","6.7","en","Comedy, Drama"
"2000-03-16","The Gift",15.459,"879","6.4","en","Horror, Drama, Thriller, Mystery"
"2013-08-30","Wolf Creek 2",15.458,"443","6.3","en","Horror, Thriller"
"1999-12-23","Galaxy Quest",15.456,"1704","7.1","en","Comedy, Family, Science Fiction, Adventure"
"2011-02-26","Macross Frontier: The Wings of Goodbye",15.454,"8","6.6","ja","Action, Animation, Romance"
"2001-11-07","Gosford Park",15.454,"822","6.9","en","Drama, Mystery, Thriller"
"1973-12-01","The Wicker Man",15.453,"941","7.4","en","Horror"
"1965-12-19","Invasion of Astro-Monster",15.451,"133","6.9","ja","Action, Adventure, Science Fiction"
"1992-03-27","The Cutting Edge",15.45,"247","7.2","en","Comedy, Drama, Romance"
"2001-08-24","Bubble Boy",15.45,"454","5.7","en","Comedy, Adventure, Romance"
"2007-09-09","The Jane Austen Book Club",15.449,"306","6.6","en","Comedy, Romance"
"2019-08-21","American Factory",15.448,"347","7.2","en","Documentary"
"2005-05-20","The Muppets' Wizard of Oz",15.448,"102","5.2","en","Family, Adventure, Comedy, Music, Fantasy, TV Movie"
"1998-02-13","Sphere",15.446,"1240","6.1","en","Science Fiction, Mystery, Thriller"
"2002-07-19","K-19: The Widowmaker",15.446,"738","6.4","en","Drama, History, War, Thriller, Mystery"
"2007-02-13","Irina Palm",15.446,"117","6.9","en","Drama"
"2013-06-14","Un Dios prohibido",15.445,"13","6.1","es","Drama, War"
"1989-12-06","Family Business",15.445,"172","5.6","en","Crime, Action, Comedy, Drama, Thriller"
"2002-12-27","Julius Caesar",15.441,"40","6.7","en","War, Drama, History"
"2008-08-06","The Sisterhood of the Traveling Pants 2",15.44,"693","6.2","en","Adventure, Comedy, Drama, Family"
"1970-10-04","The Vampire Lovers",15.439,"126","6.5","en","Horror"
"2012-09-21","The Collection",15.438,"774","6.3","en","Horror, Thriller"
"2013-01-12","The Last Stand",15.436,"2281","6.0","en","Action, Crime, Thriller"
"2022-03-10","Before I Met You",15.431,"0","0.0","id","Drama"
"2012-02-24","Act of Valor",15.431,"894","6.5","en","Action, Thriller, War"
"2013-06-12","The Bling Ring",15.429,"2710","5.4","en","Drama, Crime"
"2010-09-02","Wall Street: Money Never Sleeps",15.429,"1218","6.1","en","Drama, Crime"
"2002-05-31","Undercover Brother",15.428,"292","5.8","en","Action, Comedy"
"2014-03-17","Exists",15.427,"239","5.5","en","Horror"
"2011-10-07","SeaFood",15.426,"41","4.9","th","Animation, Comedy, Family, Adventure"
"2008-09-26","Nights in Rodanthe",15.426,"503","6.2","en","Drama, Romance"
"1975-08-28","The Story of O",15.425,"97","5.6","fr","Drama"
"1976-10-10","Shaolin Wooden Men",15.424,"86","6.7","zh","Action"
"1972-09-10","Jeremiah Johnson",15.423,"436","7.3","en","Adventure, Western, History"
"1980-03-28","City of Women",15.423,"184","7.0","it","Comedy, Drama, Adventure, Fantasy"
"1997-12-19","Open Your Eyes",15.421,"741","7.5","es","Drama, Thriller, Science Fiction"
"1948-09-06","The Red Shoes",15.42,"440","8.1","en","Drama, Romance"
"2005-09-17","Shinobi: Heart Under Blade",15.419,"122","6.5","ja","Action"
"2014-09-10","Gemma Bovery",15.417,"257","6.1","fr","Romance, Drama, Comedy"
"2013-05-21","The Great Beauty",15.417,"2583","7.5","it","Drama"
"2021-09-30","The Battle at Lake Changjin",15.416,"23","7.2","zh","Drama, War"
"1993-04-09","This Boy's Life",15.416,"744","7.1","en","Drama"
"2011-10-21","Anonymous",15.414,"604","6.4","en","Drama, History, Thriller"
"1987-09-18","The Principal",15.413,"200","6.5","en","Action, Adventure, Crime, Drama"
"2021-04-02","Madame Claude",15.412,"159","5.8","fr","Crime, Drama, Romance"
"2003-12-24","Monster",15.409,"1755","7.2","en","Crime, Drama"
"2019-02-14","Break",15.408,"125","5.3","ru","Thriller"
"2021-11-10","Happiness Ever After",15.406,"23","7.7","en","Romance, Drama"
"1989-12-14","God of Gamblers",15.405,"92","7.0","cn","Action, Comedy, Drama"
"1978-06-09","Damien: Omen II",15.402,"499","6.4","en","Horror"
"2020-07-01","The F**k-It List",15.399,"382","6.2","en","Comedy"
"2017-10-14","The Sandman",15.399,"62","5.3","en","Horror"
"1969-01-31","The Swimming Pool",15.399,"307","7.1","fr","Crime, Drama"
"2018-02-23","Mute",15.398,"859","5.6","en","Science Fiction, Mystery, Thriller"
"2017-04-02","3 Idiotas",15.398,"92","7.4","es","Family, Comedy"
"1995-09-12","Children of the Corn III: Urban Harvest",15.398,"122","4.8","en","Thriller, Horror"
"2016-02-25","The Other Side of the Door",15.396,"684","5.5","en","Thriller, Horror"
"2005-09-01","Dungeons & Dragons: Wrath of the Dragon God",15.395,"79","4.5","en","Action, Adventure, Fantasy"
"2019-11-14","Les Misérables",15.394,"1146","7.7","fr","Crime, Drama, Thriller"
"1998-09-08","Casper Meets Wendy",15.391,"313","6.0","en","Family, Fantasy, TV Movie"
"1988-07-06","Short Circuit 2",15.39,"442","6.0","en","Comedy, Family, Science Fiction, Drama"
"1991-06-05","Begotten",15.39,"222","6.0","en","Fantasy, Horror"
"2016-09-22","Riphagen the Untouchable",15.389,"134","6.5","nl","Drama, History, Thriller"
"1926-12-25","The General",15.388,"846","8.1","en","Action, Adventure, Comedy, Drama, War"
"2016-04-28","Mother's Day",15.386,"1111","6.0","en","Comedy, Drama, Romance"
"2016-04-29","Baaghi",15.384,"85","6.3","hi","Action, Thriller, Romance"
"1994-12-24","God of Gamblers' Return",15.383,"39","5.7","cn","Action, Comedy"
"2018-08-01","Blue Summer",15.379,"5","7.1","ja","Romance"
"2006-03-30","Peaceful Warrior",15.377,"302","7.4","en","Drama"
"2020-12-04","Wander",15.376,"208","5.4","en","Thriller, Crime, Mystery"
"1973-12-11","The Three Musketeers",15.374,"203","6.9","en","Adventure, Comedy, History"
"2011-08-18","The Innkeepers",15.373,"492","5.4","en","Horror, Thriller"
"2010-02-14","Little Big Soldier",15.372,"212","6.9","zh","Action, Comedy, Adventure"
"1993-12-17","The Wrong Trousers",15.372,"715","7.7","en","Animation, Comedy, Family"
"1921-01-01","The Phantom Carriage",15.371,"213","7.9","sv","Drama, Fantasy, Horror"
"2018-09-14","Freaky Friday",15.369,"94","5.5","en","Music, Family, Fantasy, TV Movie, Comedy"
"2012-08-05","Truth or Dare",15.366,"273","5.5","en","Horror, Thriller, Mystery"
"2018-04-27","The Week Of",15.365,"636","5.4","en","Comedy"
"2017-09-01","Toc Toc",15.364,"987","7.1","es","Comedy"
"2000-09-27","The Crimson Rivers",15.361,"1162","6.9","fr","Crime, Mystery, Thriller"
"2021-04-16","Monday",15.359,"108","7.2","en","Drama"
"2014-05-23","Seal Team Eight: Behind Enemy Lines",15.358,"122","6.0","en","Action, War, Drama"
"1995-04-13","Rob Roy",15.358,"482","6.7","en","Adventure, History, War, Drama"
"1974-02-07","Blazing Saddles",15.358,"1397","7.3","en","Western, Comedy"
"1988-05-01","Black Eagle",15.356,"174","5.0","en","Action, Drama"
"2009-08-21","Love and Beans",15.355,"3","5.2","es","Drama, Comedy"
"2006-09-09","The Librarian: Return to King Solomon's Mines",15.354,"422","6.1","en","Fantasy, Action, Adventure"
"2021-10-15","The Good Boss",15.351,"81","7.2","es","Comedy"
"1998-09-27","Universal Soldier II: Brothers in Arms",15.351,"30","4.6","en","Action, Science Fiction"
"1975-11-27","Black Emanuelle",15.349,"45","4.5","it","Drama, Romance, Adventure"
"2019-10-18","Sleeping With My Student",15.348,"15","5.9","en","Thriller, TV Movie"
"2016-11-17","Paterson",15.348,"1455","7.1","en","Comedy, Drama, Romance"
"1997-10-03","U Turn",15.348,"531","6.6","en","Thriller"
"1985-10-18","Re-Animator",15.348,"954","7.1","en","Science Fiction, Comedy, Horror"
"2001-03-30","Tomcats",15.345,"197","5.1","en","Comedy, Romance"
"1984-03-30","Greystoke: The Legend of Tarzan, Lord of the Apes",15.344,"363","6.3","en","Adventure, Drama, Action, Romance"
"2020-10-29","Last Moment of Clarity",15.338,"20","5.5","en","Thriller"
"2003-09-19","Pornography",15.337,"15","5.7","pl","War, Drama, Romance"
"2003-12-02","The Land Before Time X: The Great Longneck Migration",15.336,"187","6.3","en","Animation, Adventure, Family"
"1988-08-19","Married to the Mob",15.336,"184","5.9","en","Comedy, Crime, Romance"
"1998-09-17","Pleasantville",15.335,"1347","7.3","en","Fantasy, Comedy, Drama"
"2009-09-04","Valhalla Rising",15.333,"944","6.1","en","Adventure, Drama, Action, Fantasy"
"2019-04-16","How High 2",15.332,"77","6.5","en","Comedy, TV Movie"
"2017-04-04","Monster High: Electrified",15.33,"62","7.2","en","Family, Animation"
"1982-06-18","Annie",15.33,"543","6.5","en","Comedy, Drama, Family"
"2009-09-25","I Hope They Serve Beer in Hell",15.328,"61","5.0","en","Comedy"
"1994-09-12","Heavenly Creatures",15.327,"692","7.0","en","Drama, Fantasy"
"2002-01-01","Crocodile 2: Death Swamp",15.326,"65","5.1","en","Horror"
"1973-11-23","The Magnificent One",15.326,"259","7.1","fr","Action, Comedy, Romance"
"1973-12-01","Lady Snowblood",15.326,"242","7.6","ja","Action, Drama, Thriller"
"2002-04-20","Beyond the Ultimate Spin: The Making of 'Spider-Man'",15.325,"2","3.5","en","Documentary"
"2010-10-20","Little White Lies",15.325,"1273","7.1","fr","Comedy, Drama"
"2003-01-16","Runaway Jury",15.324,"957","6.9","en","Drama, Thriller"
"2003-03-21","Carandiru",15.324,"391","7.5","pt","Drama"
"1994-09-17","Ashes of Time",15.323,"206","7.0","cn","Drama, Action"
"2012-10-11","The Snow Queen",15.318,"123","5.7","ru","Animation, Fantasy, Family"
"1988-02-17","Young Guns",15.317,"690","6.7","en","Western, Crime, Action, Adventure, Drama"
"1997-04-04","Double Team",15.317,"582","5.1","en","Action, Science Fiction"
"2022-02-12","New Kung Fu Cult Master 2",15.315,"2","2.0","cn","Action, Fantasy, Drama"
"1998-12-25","Stepmom",15.315,"1136","7.1","en","Drama, Romance, Comedy"
"1993-10-21","Supercop 2",15.313,"49","5.8","cn","Action, Adventure, Crime"
"2012-10-09","Werewolf: The Beast Among Us",15.312,"178","5.9","en","Drama, Horror, Thriller"
"2008-07-03","The Wackness",15.312,"219","6.3","en","Drama"
"2019-09-27","The Laundromat",15.311,"952","6.0","en","Drama, Crime, Comedy"
"2001-11-10","Holiday in the Sun",15.31,"153","6.0","en","Adventure, Comedy, Family"
"1985-10-04","Jagged Edge",15.307,"177","6.4","en","Thriller"
"2019-11-08","The Silence of the Marsh",15.306,"195","5.3","es","Thriller"
"2021-05-28","Growing Fangs",15.305,"11","6.8","en","Drama"
"1969-03-18","Mackenna's Gold",15.302,"127","6.6","en","Adventure, Action, Western"
"2003-12-25","Paycheck",15.302,"1421","6.2","en","Action, Adventure, Mystery, Science Fiction, Thriller"
"2011-09-02","A Good Old Fashioned Orgy",15.296,"241","5.9","en","Comedy"
"1973-12-05","Serpico",15.296,"1438","7.6","en","Crime, History"
"2017-02-15","Alibi.com",15.295,"1398","6.5","fr","Comedy"
"2012-08-23","Compliance",15.295,"519","6.4","en","Drama, Thriller"
"2019-09-27","Judy",15.294,"914","6.8","en","Drama, History, Music"
"1963-08-17","Black Sabbath",15.293,"260","7.1","it","Horror"
"2007-05-11","I Could Never Be Your Woman",15.287,"323","5.9","en","Comedy, Drama, Romance"
"2016-06-24","The Salesman",15.286,"674","7.3","fa","Drama, Thriller"
"1984-05-04","This Is Spinal Tap",15.285,"1069","7.5","en","Music, Comedy"
"2012-10-25","Maximum Conviction",15.283,"95","5.1","en","Action, Adventure, Thriller"
"2015-03-16","The Diabolical",15.279,"163","5.0","en","Horror, Science Fiction, Thriller"
"2007-02-06","Highlander: The Source",15.279,"137","4.1","en","Action, Fantasy"
"1993-11-01","Necronomicon",15.278,"102","6.0","en","Horror"
"2008-04-25","From Within",15.276,"117","5.6","en","Horror, Mystery, Thriller"
"2017-03-11","The Archer",15.275,"67","5.6","en","Action"
"1993-06-18","Boxing Helena",15.275,"176","5.3","en","Drama, Romance, Thriller"
"2009-04-24","Fighting",15.274,"548","5.9","en","Action"
"1996-11-08","Ransom",15.27,"1396","6.7","en","Action, Thriller"
"2008-02-12","2012 Doomsday",15.267,"93","2.9","en","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
"2009-10-27","Battlestar Galactica: The Plan",15.265,"309","6.8","en","Science Fiction, Action, Drama"
"1986-12-03","Asterix in Britain",15.265,"501","6.7","fr","Family, Animation, Adventure, Comedy"
"2017-12-05","F*&% the Prom",15.264,"361","6.0","en","Comedy, Drama"
"2016-05-06","Florence Foster Jenkins",15.264,"1245","6.7","en","Comedy, Drama"
"2009-03-07","Doraemon: The New Record of Nobita's Spaceblazer",15.263,"25","6.4","ja","Animation, Adventure, Family"
"2016-05-27","The Do-Over",15.262,"1231","5.7","en","Action, Adventure, Comedy"
"1990-09-14","Hardware",15.262,"211","5.9","en","Science Fiction, Thriller, Horror"
"2004-07-09","Sleepover",15.261,"390","6.0","en","Family, Comedy"
"2002-02-22","My Big Fat Greek Wedding",15.261,"1726","6.5","en","Comedy, Drama, Romance"
"2019-11-06","Holiday in the Wild",15.259,"434","6.5","en","Romance, Comedy"
"2013-02-21","New World",15.259,"299","7.4","ko","Thriller, Crime, Drama"
"2013-09-27","Young Detective Dee: Rise of the Sea Dragon",15.255,"200","6.3","zh","Action, Crime, Fantasy, Adventure"
"1985-12-06","Spies Like Us",15.251,"460","6.2","en","Comedy, Adventure"
"2019-04-05","The Best of Enemies",15.25,"292","7.4","en","Drama, History"
"1991-05-10","Switch",15.249,"151","5.9","en","Fantasy, Comedy"
"2019-05-14","Mosul",15.248,"97","7.3","en","Documentary"
"1987-02-06","Black Widow",15.248,"142","6.1","en","Mystery, Thriller"
"2007-08-03","Hot Rod",15.247,"749","6.3","en","Comedy, Action"
"2021-11-19","Black Friday",15.246,"94","5.0","en","Horror, Comedy, Science Fiction"
"1999-12-16","Anna and the King",15.246,"612","6.7","en","Drama, Romance, History"
"1980-09-19","Ordinary People",15.242,"455","7.5","en","Drama"
"2014-03-25","Enchanted Kingdom",15.24,"24","6.0","en","Documentary"
"2006-07-21","Stormbreaker",15.239,"547","5.2","en","Adventure, Action, Family"
"2021-06-03","The Perfect Wedding",15.238,"1","2.0","en","Thriller, TV Movie"
"2011-04-25","Blood Out",15.238,"72","5.4","en","Action, Adventure, Thriller, Drama"
"2020-08-14","Octonauts and the Caves of Sac Actun",15.237,"26","6.7","en","Family, Animation"
"2017-10-27","Ayla: The Daughter of War",15.235,"258","8.2","tr","Drama, War"
"2018-09-14","Hibiki",15.232,"14","7.0","ja","Action, Comedy"
"2021-06-10","Sisters on Track",15.231,"7","7.3","en","Documentary"
"1990-03-16","Lord of the Flies",15.231,"418","6.4","en","Adventure, Drama, Thriller"
"2016-09-09","The Fury of a Patient Man",15.23,"367","6.6","es","Thriller"
"1981-12-16","Quest for Fire",15.228,"366","7.1","fr","Adventure, Drama"
"2021-05-17","High Flying Romance",15.226,"11","7.8","en","Romance, Drama"
"1966-11-01","The Professionals",15.226,"194","7.1","en","Western, Action, Adventure"
"1961-12-19","Mysterious Island",15.226,"115","6.4","en","Adventure, Family, Fantasy"
"2019-12-06","Lupin III: The First",15.225,"209","7.4","ja","Adventure, Action, Animation"
"2017-10-03","Rip Tide",15.224,"413","6.2","en","Family, Drama"
"1979-10-06","Tess",15.224,"233","7.0","en","Drama, Romance"
"1993-07-10","Crazy Hong Kong",15.223,"13","4.8","cn","Adventure, Comedy"
"1999-04-01","Beowulf",15.22,"167","4.3","en","Adventure, Fantasy"
"1997-09-28","The Assignment",15.218,"100","6.3","en","Thriller, Action, Crime"
"1998-07-10","Pi",15.217,"1703","7.1","en","Mystery, Drama, Thriller"
"2010-01-23","Yu-Gi-Oh! 3D: Bonds Beyond Time",15.216,"71","6.1","ja","Animation, Fantasy"
"1995-09-22","Empire Records",15.216,"535","6.7","en","Music, Comedy, Drama"
"1964-07-17","Marnie",15.216,"806","7.2","en","Crime, Drama, Mystery, Romance, Thriller"
"2004-09-02","A Love Song for Bobby Long",15.215,"276","6.8","en","Drama"
"1972-03-12","Pink Flamingos",15.215,"349","6.3","en","Comedy, Crime"
"2017-10-20","Wheelman",15.213,"492","6.1","en","Action, Crime, Thriller"
"2004-12-03","This Girl's Life",15.211,"35","4.6","en","Drama"
"2020-10-30","Rogue City",15.21,"459","5.9","fr","Crime, Thriller, Action, Drama"
"2015-10-09","The Final Girls",15.21,"992","6.4","en","Comedy, Horror"
"2019-02-20","Svaha: The Sixth Finger",15.209,"102","6.6","ko","Mystery, Thriller"
"2021-04-02","Every Breath You Take",15.208,"135","6.0","en","Thriller"
"1999-03-19","True Crime",15.208,"543","6.6","en","Crime, Drama, Thriller, Mystery"
"2011-01-01","Recoil",15.205,"123","6.1","en","Action, Crime"
"1979-08-25","Zombie Flesh Eaters",15.201,"435","6.6","it","Horror"
"2018-01-26","Please Stand By",15.2,"363","6.9","en","Comedy, Drama"
