"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"1997-06-13","Speed 2: Cruise Control",22.647,"1262","4.5","en","Action, Adventure, Thriller"
"2005-01-27","Hide and Seek",22.644,"1272","6.4","en","Horror, Mystery, Thriller"
"1984-09-19","Amadeus",22.643,"3285","8.0","en","History, Music, Drama"
"1993-06-05","Ninja Scroll",22.64,"416","7.7","ja","Fantasy, Adventure, Animation"
"2013-09-06","Horns",22.638,"1942","6.3","en","Drama, Fantasy, Thriller"
"2014-10-10","Cooties",22.633,"563","5.9","en","Comedy, Horror"
"2018-12-06","Revenger",22.632,"100","5.3","ko","Action"
"2011-11-25","Ben 10 Generator Rex Heroes United",22.628,"31","6.5","en","Action, Animation"
"1981-08-28","Body Heat",22.628,"396","7.1","en","Crime, Thriller, Romance"
"2009-01-30","The Uninvited",22.622,"1185","6.5","en","Horror"
"2004-06-21","Scooby-Doo! and the Loch Ness Monster",22.62,"336","7.4","en","Family, Adventure, Animation, Comedy, Fantasy, Mystery"
"2014-09-24","Leviathan",22.613,"656","7.4","ru","Drama"
"2019-12-23","Ip Man: Kung Fu Master",22.612,"97","7.0","zh","Action, Drama"
"2014-01-07","Ride Along",22.608,"1861","6.2","en","Action, Comedy"
"1994-12-21","Little Women",22.605,"968","7.3","en","Drama, Romance"
"1988-04-01","The Seventh Sign",22.599,"267","6.1","en","Horror, Fantasy"
"2015-10-03","Blackway",22.598,"291","5.2","en","Thriller, Mystery"
"2010-03-11","Remember Me",22.59,"3115","7.1","en","Drama, Romance"
"2006-02-24","Madea's Family Reunion",22.584,"153","6.3","en","Drama, Comedy, Romance"
"1978-11-02","Day of the Woman",22.581,"412","5.9","en","Horror, Thriller"
"2018-12-14","Backtrace",22.574,"162","5.4","en","Crime"
"2005-12-22","Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!",22.571,"9","5.1","ja","Animation, Action"
"2017-03-31","The Discovery",22.569,"1060","6.3","en","Drama, Romance, Science Fiction, Thriller, Mystery"
"2010-03-11","She's Out of My League",22.56,"1634","6.3","en","Comedy, Romance"
"1974-02-12","Herbie Rides Again",22.56,"313","6.1","en","Romance, Comedy, Family, Fantasy"
"1993-09-09","True Romance",22.557,"2065","7.5","en","Action, Thriller, Crime, Romance"
"2017-09-15","Thelma",22.551,"714","6.9","no","Drama, Mystery, Thriller"
"2014-10-20","Zombeavers",22.543,"532","4.9","en","Horror, Action, Comedy"
"2001-08-17","American Outlaws",22.543,"177","5.9","en","Western, Action"
"2015-12-18","Sisters",22.54,"1184","6.0","en","Comedy"
"1997-09-19","L.A. Confidential",22.54,"3746","7.8","en","Crime, Drama, Mystery, Thriller"
"2003-07-21","Lara Croft: Tomb Raider - The Cradle of Life",22.54,"3556","5.7","en","Action, Adventure, Fantasy, Thriller"
"2021-06-18","12 Mighty Orphans",22.535,"74","7.8","en","History, Drama"
"2002-02-06","Collateral Damage",22.531,"1088","5.7","en","Action, Thriller, Drama"
"2013-08-01","Blue Jasmine",22.529,"2909","7.0","en","Drama"
"1983-12-22","Project A",22.524,"302","7.3","cn","Action, Comedy, Adventure"
"2011-03-19","Toriko 3D Movie: Kaimaku! Gourmet Adventure!!",22.523,"5","5.6","ja","Animation, Action, Adventure"
"1996-10-18","Sleepers",22.522,"2656","7.6","en","Crime, Drama, Thriller"
"2002-05-31","The Sum of All Fears",22.519,"1313","6.3","en","Thriller, Action, Drama"
"2018-11-22","Second Act",22.517,"997","6.4","en","Romance, Comedy"
"2000-09-01","100 Girls",22.513,"350","5.8","en","Comedy, Drama, Romance"
"2001-06-15","Bully",22.511,"334","6.7","en","Crime, Drama"
"2013-08-24","Gatchaman",22.508,"10","4.9","ja","Action, Adventure, Science Fiction"
"2015-12-18","Extraction",22.507,"297","4.6","en","Action, Thriller"
"2019-07-11","Stuber",22.498,"1016","6.7","en","Action, Comedy"
"2001-10-31","Wasabi",22.496,"976","6.6","fr","Drama, Action, Comedy"
"2022-03-12","BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING",22.491,"0","0.0","ko","Music"
"1988-11-23","They Live",22.489,"2174","7.3","en","Science Fiction, Action"
"2003-07-19","Pokémon: Jirachi Wish Maker",22.486,"199","6.5","ja","Family, Action, Animation, Adventure, Fantasy, Science Fiction"
"1999-08-25","The Ninth Gate",22.485,"2277","6.4","en","Mystery, Thriller"
"2020-03-10","Stargirl",22.465,"472","7.6","en","Comedy, Drama, Romance, Family"
"1964-01-18","A Fistful of Dollars",22.464,"3176","7.9","it","Western"
"2015-03-21","Assassination Classroom",22.46,"141","7.3","ja","Action, Adventure, Comedy, Science Fiction"
"1980-07-02","Airplane!",22.459,"3460","7.3","en","Comedy"
"2015-04-07","Always Watching: A Marble Hornets Story",22.457,"98","5.1","en","Horror"
"2001-10-02","Tremors 3: Back to Perfection",22.453,"466","5.8","en","Action, Comedy, Horror, Science Fiction, Thriller"
"2016-04-07","Before I Wake",22.451,"1450","6.4","en","Drama, Fantasy, Horror, Thriller"
"2012-06-05","Zambezia",22.45,"223","6.0","en","Comedy, Animation, Adventure, Family"
"1988-06-03","Big",22.45,"2823","7.1","en","Fantasy, Drama, Comedy, Romance, Family"
"1980-12-04","Superman II",22.445,"1771","6.7","en","Science Fiction, Action, Adventure"
"2014-11-23","10,000 Days",22.441,"13","2.8","en","Science Fiction"
"2000-02-29","An Extremely Goofy Movie",22.439,"473","6.3","en","Animation, Family, Comedy"
"2012-07-13","Pokémon the Movie: Kyurem vs. the Sword of Justice",22.438,"120","6.3","ja","Family, Animation, Action, Adventure, Fantasy, Science Fiction"
"2014-02-07","Vampire Academy",22.436,"1532","6.3","en","Comedy, Action, Fantasy"
"2016-08-19","Imperium",22.435,"1060","6.4","en","Crime, Drama, Thriller, Mystery"
"2017-06-08","Once Upon a Time in Venice",22.435,"496","5.2","en","Action, Comedy, Thriller, Mystery"
"2006-09-28","Robin-B-Hood",22.433,"415","7.0","cn","Drama, Action, Comedy"
"1996-03-08","Homeward Bound II: Lost in San Francisco",22.433,"370","6.5","en","Adventure, Comedy, Drama, Family"
"1951-09-18","A Streetcar Named Desire",22.431,"1025","7.7","en","Drama"
"1998-10-02","What Dreams May Come",22.424,"1837","7.2","en","Fantasy, Drama, Romance"
"1994-03-09","Four Weddings and a Funeral",22.419,"2092","6.8","en","Comedy, Drama, Romance"
"1962-08-01","The 300 Spartans",22.417,"91","6.3","en","Action, Drama, History"
"2020-11-19","Riders of Justice",22.414,"356","7.2","da","Action, Comedy, Drama"
"2010-10-29","Troll Hunter",22.41,"1239","6.7","nb","Fantasy, Horror"
"2008-04-18","Zombie Strippers!",22.41,"289","4.8","en","Comedy, Horror"
"2018-06-13","SuperFly",22.408,"302","6.8","en","Action, Crime"
"1997-07-25","Perfect Blue",22.4,"1587","8.3","ja","Animation, Thriller"
"2003-10-09","Elf",22.394,"3153","6.7","en","Comedy, Family, Fantasy"
"2016-11-23","Bad Santa 2",22.382,"618","5.3","en","Comedy, Crime, Drama, Mystery"
"2004-12-23","Inuyasha the Movie 4: Fire on the Mystic Island",22.381,"88","7.7","ja","Fantasy, Animation, Adventure"
"2007-01-23","The Invincible Iron Man",22.381,"181","6.2","en","Action, Adventure, Animation, Fantasy, Science Fiction"
"2022-03-04","Bergen",22.378,"0","0.0","tr","Drama"
"2008-07-12","Ghost in the Shell 2.0",22.375,"292","7.5","ja","Action, Animation, Science Fiction"
"1990-10-24","The NeverEnding Story II: The Next Chapter",22.37,"630","5.7","en","Drama, Family, Fantasy, Adventure"
"2008-11-08","Kung Fu Panda: Secrets of the Furious Five",22.368,"311","6.7","en","Animation, Family, Action"
"2010-10-20","Paranormal Activity 2",22.364,"1973","5.8","en","Horror, Mystery"
"2021-07-15","Meskina",22.362,"8","6.3","nl","Comedy, Romance"
"1993-01-16","City Hunter",22.362,"270","6.5","cn","Action, Adventure, Comedy, Romance"
"2015-06-18","Paper Towns",22.356,"4649","6.1","en","Mystery, Drama, Romance"
"2001-12-21","Jimmy Neutron: Boy Genius",22.356,"695","5.9","en","Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction"
"2017-02-10","Cook Up a Storm",22.355,"116","7.5","cn","Drama, Comedy"
"2016-06-18","The Secret Life of Pets",22.354,"7085","6.2","en","Adventure, Comedy, Animation, Family"
"2014-08-13","The Giver",22.354,"3964","6.5","en","Drama, Science Fiction"
"1999-01-10","Batman Beyond: The Movie",22.351,"135","7.4","en","Animation, Action, Family, Science Fiction, TV Movie"
"2019-02-13","Isn't It Romantic",22.349,"3101","6.2","en","Comedy, Fantasy, Romance"
"2018-03-24","Batman Ninja",22.348,"751","5.8","ja","Animation, Action"
"1969-06-11","True Grit",22.347,"571","7.5","en","Western"
"2009-10-03","Tales of Vesperia: The First Strike",22.328,"30","6.3","ja","Animation, Action, Adventure, Fantasy"
"2015-10-19","Monster High: Boo York, Boo York",22.312,"123","7.6","en","Animation, Family, Music"
"2005-09-16","Just Like Heaven",22.31,"1859","6.9","en","Fantasy, Romance, Drama, Comedy"
"1999-08-13","The 13th Warrior",22.303,"1412","6.6","en","Adventure, History, Action"
"2015-01-21","Mortdecai",22.302,"2306","5.5","en","Comedy, Adventure"
"2007-03-04","The Dukes of Hazzard: The Beginning",22.3,"155","6.2","en","Action, Adventure, Comedy, TV Movie"
"1995-04-07","A Goofy Movie",22.3,"1358","6.9","en","Romance, Animation, Family, Comedy, Adventure"
"2008-07-25","Angus, Thongs and Perfect Snogging",22.298,"697","6.4","en","Comedy, Drama, Family, Romance"
"2015-04-24","Just Before I Go",22.296,"260","6.5","en","Comedy, Drama, Romance"
"2011-11-10","Immortals",22.293,"2083","5.9","en","Fantasy, Action, Drama"
"2019-06-07","I Am Mother",22.29,"2006","6.7","en","Science Fiction, Thriller"
"1984-06-29","Conan the Destroyer",22.289,"1134","6.1","en","Adventure, Fantasy, Action"
"2006-09-14","Black Book",22.288,"871","7.5","nl","Drama, Thriller, War"
"2014-12-31","A Most Violent Year",22.286,"1151","6.6","en","Crime, Drama, Thriller"
"2004-02-09","The Machinist",22.286,"4291","7.5","en","Thriller, Drama"
"2012-11-29","A Dark Truth",22.285,"85","5.6","en","Action, Thriller"
"2020-10-23","Borat Subsequent Moviefilm",22.273,"1863","6.5","en","Comedy"
"1968-12-04","Where Eagles Dare",22.27,"651","7.6","en","Action, Adventure, War"
"1975-07-11","The School Teacher",22.267,"23","5.2","it","Comedy"
"1989-08-25","Little Monsters",22.266,"159","5.8","en","Adventure, Fantasy, Comedy, Family"
"2017-07-08","Mary and The Witch's Flower",22.26,"602","7.1","ja","Fantasy, Adventure, Animation"
"1981-03-14","Mobile Suit Gundam I",22.258,"45","6.8","ja","Animation, Science Fiction, Action, Adventure, Drama, War"
"2014-05-08","Legends of Oz: Dorothy's Return",22.253,"228","6.1","en","Animation, Family, Fantasy"
"2011-02-05","Return to Jurassic Park",22.249,"280","6.8","en","Documentary, Action, Adventure, Thriller"
"2009-10-16","Afro Samurai: Resurrection",22.249,"132","6.9","en","Animation, Action"
"2016-10-04","Barbie & Her Sisters in a Puppy Chase",22.248,"100","6.9","en","Family, Animation"
"1967-12-21","The Graduate",22.239,"2563","7.7","en","Comedy, Drama"
"2015-01-23","The Boy Next Door",22.238,"1804","4.8","en","Thriller"
"2005-07-29","Sympathy for Lady Vengeance",22.233,"1175","7.5","ko","Drama, Thriller"
"2016-04-13","Ratchet & Clank",22.231,"512","5.8","en","Action, Adventure, Animation, Family"
"1961-10-06","Breakfast at Tiffany's",22.226,"3449","7.7","en","Comedy, Romance"
"1998-10-16","Practical Magic",22.223,"1148","6.7","en","Romance, Comedy, Fantasy"
"2016-07-29","Good Kids",22.215,"256","6.4","en","Comedy"
"1995-07-18","Babe",22.214,"2354","6.2","en","Fantasy, Drama, Comedy, Family"
"1993-05-26","Menace II Society",22.213,"550","7.5","en","Drama, Crime"
"2013-11-29","Hours",22.21,"625","6.7","en","Drama, Thriller"
"2006-06-16","Wendy Wu: Homecoming Warrior",22.21,"347","6.1","en","Family, Action, Adventure, TV Movie"
"2013-07-18","Khumba",22.203,"205","6.0","en","Animation, Adventure, Family"
"2016-01-20","Jarhead 3: The Siege",22.202,"170","6.4","en","War, Action, Drama"
"2007-11-08","Italian Spiderman",22.198,"39","7.1","it","Comedy, Action"
"2018-06-29","Animal World",22.197,"156","7.3","zh","Drama, Action, Adventure, Thriller, Mystery, Fantasy"
"1992-10-01","Tom and Jerry: The Movie",22.196,"448","6.3","en","Family, Animation, Comedy"
"2002-12-20","The Wild Thornberrys Movie",22.191,"202","6.5","en","Animation, Adventure, Family"
"1988-04-14","The Dead Pool",22.185,"606","6.3","en","Action, Crime, Thriller"
"2004-11-12","After the Sunset",22.185,"573","6.1","en","Action, Comedy, Crime, Drama"
"2020-11-13","Echo Boomers",22.183,"69","5.7","en","Crime, Drama, Action"
"2014-04-20","In Your Eyes",22.183,"589","7.2","en","Drama, Science Fiction, Romance"
"2021-06-10","There's Something About Mario",22.177,"22","5.8","pt","Comedy"
"2017-09-21","Mater",22.177,"9","6.2","es","Drama"
"2015-08-07","Extinction",22.17,"534","6.2","en","Drama, Horror, Science Fiction"
"1994-12-23","Street Fighter",22.168,"1125","4.5","en","Action, Adventure, Thriller, Drama, Science Fiction"
"2013-06-14","Stuck in Love",22.161,"1642","7.4","en","Drama, Comedy"
"2013-02-13","Beautiful Creatures",22.158,"2523","6.0","en","Fantasy, Drama, Romance"
"2013-12-18","Anchorman 2: The Legend Continues",22.155,"2063","6.1","en","Comedy"
"2017-07-27","Mother's Job",22.154,"3","4.7","ko","Romance, Drama"
"2017-10-20","1922",22.149,"2182","5.9","en","Horror, Crime, Drama, History"
"2017-03-10","Tangled: Before Ever After",22.147,"312","6.8","en","Adventure, Animation, Comedy, Family, Fantasy, TV Movie"
"2003-02-28","Cradle 2 the Grave",22.144,"696","6.1","en","Action, Crime, Drama"
"2015-02-05","Mune: Guardian of the Moon",22.142,"443","7.3","fr","Animation, Family, Adventure, Fantasy, Comedy"
"2010-07-13","How to Make Love to a Woman",22.122,"38","4.4","en","Comedy, Romance"
"2005-11-18","Melissa P.",22.119,"462","4.3","it","Drama"
"1979-02-09","The Warriors",22.118,"1600","7.7","en","Action, Thriller"
"2018-01-21","I Kill Giants",22.116,"995","6.2","en","Fantasy, Drama"
"1959-12-15","Journey to the Center of the Earth",22.115,"333","7.0","en","Adventure, Fantasy, Family"
"2015-01-16","Vice",22.114,"458","4.4","en","Thriller, Science Fiction, Action, Adventure"
"2010-08-03","A Turtle's Tale: Sammy's Adventures",22.113,"512","5.9","en","Animation, Family"
"1983-10-19","The Key",22.106,"290","5.9","it","Drama, Romance"
"2016-10-21","The Legend of the Chupacabras",22.103,"105","7.2","es","Animation, Action, Adventure, Fantasy, Horror"
"2008-12-25","Valkyrie",22.102,"2932","6.9","en","Drama, Thriller, History, War"
"2013-12-06","Ice Soldiers",22.101,"72","5.3","en","Action, Science Fiction"
"2004-07-16","Killing Cabos",22.1,"110","7.9","es","Comedy, Action, Crime"
"2017-07-11","The Saint",22.09,"235","5.3","en","Action, Adventure, Crime"
"2009-08-20","World's Greatest Dad",22.084,"451","6.5","en","Comedy, Romance, Drama"
"2010-07-10","Pokémon: Zoroark - Master of Illusions",22.079,"152","6.6","ja","Family, Animation, Adventure, Fantasy"
"2013-04-08","Paranormal Movie",22.078,"20","4.1","en","Comedy"
"2009-11-08","Ed, Edd n Eddy's Big Picture Show",22.076,"82","7.2","en","Comedy, Animation, Adventure, TV Movie"
"2005-08-12","Rosario Tijeras",22.072,"47","6.1","es","Crime, Romance, Drama"
"2012-09-20","End of Watch",22.066,"2562","7.3","en","Crime, Drama, Thriller"
"2011-05-13","Bridesmaids",22.058,"3739","6.5","en","Comedy, Romance"
"2018-01-31","Psychokinesis",22.057,"221","6.2","ko","Fantasy, Action"
"2006-02-24","Lucky Number Slevin",22.053,"3300","7.5","en","Drama, Thriller, Crime, Mystery"
"2004-08-04","Collateral",22.052,"4229","7.2","en","Drama, Crime, Thriller"
"2019-09-12","The Goldfinch",22.046,"643","7.2","en","Drama"
"2018-12-07","Mary Queen of Scots",22.029,"1456","6.6","en","Drama, History"
"2017-09-23","Ravenous",22.029,"297","5.9","fr","Horror, Drama, Science Fiction"
"2017-11-23","Hey Arnold! The Jungle Movie",22.024,"179","7.6","en","Family, Comedy, Animation, Adventure"
"2018-09-06","Outlaw King",22.023,"1205","6.8","en","Action, History, Drama, War"
"2019-05-02","Extremely Wicked, Shockingly Evil and Vile",22.021,"2788","7.0","en","Crime"
"2021-06-04","Gully",22.017,"24","4.7","en","Drama, Crime"
"1986-05-02","No Retreat, No Surrender",22.015,"417","6.2","en","Action"
"1995-09-06","Fallen Angels",22.013,"567","7.7","cn","Action, Romance, Crime"
"2007-07-19","Hairspray",22.01,"2151","6.7","en","Comedy, Romance, Drama"
"1957-10-11","The Bridge on the River Kwai",22.009,"1531","7.8","en","Drama, History, War"
"1984-11-30","Beverly Hills Cop",22.007,"3122","7.2","en","Action, Comedy, Crime"
"2020-07-23","Bigfoot Family",22.005,"129","7.1","en","Animation, Adventure, Family"
"2013-09-23","Filth",22.002,"1367","6.9","en","Crime, Drama, Comedy"
"2021-01-01","COVID-21: Lethal Virus",21.999,"219","5.5","en","Science Fiction, Thriller, Horror"
"2005-08-05","The Dukes of Hazzard",21.996,"903","5.5","en","Comedy, Adventure, Action"
"2004-05-25","Cruel Intentions 3",21.992,"157","4.7","en","Drama"
"2014-07-01","Deliver Us from Evil",21.99,"1657","6.2","en","Thriller, Crime, Horror"
"1995-12-22","Cutthroat Island",21.988,"403","5.7","en","Action, Adventure"
"1994-02-11","Blank Check",21.985,"351","5.8","en","Comedy, Family"
"1967-04-13","Casino Royale",21.978,"534","5.4","en","Adventure, Action, Comedy"
"2019-09-07","Color Out of Space",21.97,"911","6.0","en","Mystery, Science Fiction, Horror, Thriller"
"2021-03-18","Deadly Illusions",21.969,"241","5.0","en","Thriller, Drama"
"2018-10-25","Replicas",21.969,"1059","6.1","en","Science Fiction, Thriller"
"1946-12-26","Great Expectations",21.966,"220","7.3","en","Romance, Drama"
"2017-10-13","Breathe",21.964,"606","7.4","en","Drama, Romance"
"2019-01-26","The Great Hack",21.95,"393","6.8","en","Documentary"
"2015-07-24","The Vatican Tapes",21.944,"607","5.2","en","Thriller, Horror"
"2017-04-15","ReLIFE",21.937,"56","7.8","ja","Comedy, Drama, Romance"
"2018-10-07","A Dark Place",21.933,"147","6.0","en","Thriller, Mystery"
"1999-06-02","Ghost Dog: The Way of the Samurai",21.932,"859","7.3","en","Crime, Drama"
"2011-03-30","Hop",21.926,"982","5.7","en","Animation, Comedy, Family"
"2017-04-29","Blade of the Immortal",21.922,"394","6.5","ja","Action, Drama, Fantasy"
"2006-10-18","Flags of Our Fathers",21.921,"1442","6.8","en","War, Drama, History"
"2010-12-17","Yogi Bear",21.92,"702","5.6","en","Comedy, Family, Animation, Adventure"
"2011-05-01","Megan Is Missing",21.918,"453","6.3","en","Drama, Horror, Thriller"
"2009-02-09","The Secret of Kells",21.918,"497","7.4","en","Animation, Family, Fantasy"
"2022-03-10","Corazón ardiente",21.914,"0","0.0","es","Drama, Documentary"
"1996-02-16","Happy Gilmore",21.908,"2013","6.6","en","Comedy"
"2022-03-08","Last Man",21.903,"0","0.0","de","Drama, Science Fiction"
"2009-01-16","My Bloody Valentine",21.894,"890","5.5","en","Mystery, Horror"
"2011-04-24","Detachment",21.884,"1077","7.6","en","Drama"
"2016-08-12","Barbie: Star Light Adventure",21.88,"129","7.1","en","Animation, Family, Science Fiction"
"2003-09-11","Once Upon a Time in Mexico",21.879,"1686","6.3","en","Action, Drama, Mystery"
"2012-12-18","Les Misérables",21.877,"4541","7.3","en","History, Drama"
"2020-02-14","My Boyfriend's Meds",21.87,"277","7.1","es","Comedy"
"2013-02-01","Journey to the West: Conquering the Demons",21.87,"248","7.0","zh","Action, Fantasy, Adventure, Comedy"
"2009-11-25","The Road",21.87,"2956","7.0","en","Adventure, Drama"
"1982-09-24","Amityville II: The Possession",21.865,"246","5.8","en","Horror"
"2018-03-02","Errementari: The Blacksmith and the Devil",21.859,"421","6.4","eu","Drama, Fantasy, Horror"
"2011-01-21","Beastly",21.853,"2456","6.3","en","Drama, Fantasy, Romance"
"2017-03-23","The Secret Scripture",21.851,"222","7.3","en","Drama, Romance"
"1993-11-24","We're Back! A Dinosaur's Story",21.844,"324","6.0","en","Animation, Science Fiction, Family"
"1998-07-10","Small Soldiers",21.844,"1673","6.5","en","Comedy, Adventure, Fantasy, Science Fiction, Action"
"2003-01-24","Darkness Falls",21.84,"445","5.5","en","Thriller, Horror"
"2020-10-15","Combat Wombat",21.836,"22","6.9","en","Animation, Action, Comedy"
"1985-08-28","Legend",21.836,"908","6.3","en","Adventure, Fantasy"
"2001-01-26","The Wedding Planner",21.836,"1366","5.9","en","Comedy, Romance"
"2005-09-03","Serenity",21.835,"2821","7.4","en","Science Fiction, Action, Adventure, Thriller"
"2008-12-18","The Tale of Despereaux",21.829,"712","6.0","en","Adventure, Animation, Family"
"2018-03-03","Doraemon: Nobita's Treasure Island",21.824,"67","7.0","ja","Animation"
"1997-02-07","The Beautician and the Beast",21.818,"283","6.8","en","Comedy, Romance"
"2021-03-21","V.C. Andrews' Pearl in the Mist",21.8,"22","7.3","en","TV Movie, Drama"
"2019-01-18","IO",21.799,"1127","4.9","en","Science Fiction"
"2002-09-27","The Tuxedo",21.798,"1524","5.7","en","Thriller, Action, Comedy, Science Fiction"
"2013-08-22","Blood Ties",21.792,"374","6.1","en","Thriller, Crime, Drama"
"1988-03-17","Police Academy 5: Assignment Miami Beach",21.792,"671","5.1","en","Comedy, Crime"
"2004-05-28","Soul Plane",21.787,"311","5.2","en","Romance, Comedy"
"2015-10-15","Bridge of Spies",21.785,"5834","7.2","en","Thriller, Drama"
